                  id   redshift        sdss.up    sdss.up_err        sdss.gp  sdss.gp_err     sdss.rp  sdss.rp_err        sdss.ip    sdss.ip_err        sdss.zp    sdss.zp_err 
 1237660613976457367   0.020222      0.2019425     0.03329491      0.2754825  0.029647311   0.3533956   0.03742734      0.3980616     0.04673917     0.42601234     0.10977106 
 1237660613977571495  0.0217526      0.5854694     0.06595263      1.4910425   0.14990392   1.8680296   0.18776861       2.099998       0.213064      2.2476535     0.26272455 
 1237660615045742625  0.0327971     0.37726563    0.041416142      1.0191807  0.102325775   1.4395823   0.14457184      1.7456672     0.17614211       1.836405     0.19932978 
 1237660615045873718  0.0209079      0.7365072    0.074570686        3.45004   0.34510392    7.025964   0.70274186       9.935419      0.9937781      12.474868      1.2485735 
 1237660615046070381  0.0302517    0.069081865    0.011677368     0.23970404  0.024393883    0.362586  0.037257973       0.433669     0.04602015     0.62724423     0.07427848 
 1237661950787453003  0.0205187     0.13028929    0.019354353     0.33899873  0.034740325   0.5630036  0.057092376     0.64977175    0.066205956      0.6483315     0.07777852 
 1237661813344567392  0.0205236     0.45443287    0.054868326      1.6177056    0.1626999   2.2320423   0.22387236      2.5143425      0.2559305      2.4344785      0.2800388 
 1237661813879931118  0.0203771      0.6325085     0.07284133      2.1522508    0.2156612    3.159217   0.31668442         3.3903     0.34164825       3.843208     0.40747693 
 1237661813885763696  0.0253689     0.23241994     0.03839156      1.3182116   0.13308465   1.9155891   0.19211979       2.227819     0.22452962      2.1402917       0.229745 
 1237660615586152527  0.0259551       0.661827     0.07216408      2.6412973   0.26443946    5.127747    0.5133024      7.2122273     0.72215235       8.576272      0.8654152 
 1237660615587201108  0.0188981     0.13916099    0.017169962     0.37780288  0.038000617  0.57031834     0.057452      0.6730817     0.06813057     0.82471085     0.09058213 
 1237661950802591974  0.0251093      0.3438691    0.037903126       1.692044    0.1722318   3.5826032   0.36403704       5.342201      0.5430398      7.0903077     0.71841544 
 1237661950802657501  0.0235287     0.21076484    0.023455348      0.9878074   0.09933629   1.8585513   0.18678512       2.517301      0.2530255       3.045635      0.3068685 
 1237661950803050806  0.0193821     0.15229055    0.019311026     0.37772655  0.038128134  0.55438757  0.055947077      0.5968131    0.060753692     0.60957754    0.071894795 
 1237661951335268678  0.0227947     0.13929322    0.026519287     0.42917284   0.04385628  0.65441626  0.066037945      0.8244592     0.08441494      0.7178635    0.095456995 
 1237661951335727227  0.0264597     0.22817285    0.026941622     0.42919546  0.043392505  0.48448178  0.048854727     0.53065294    0.054430198     0.39258316    0.057859335 
 1237661951338872969  0.0243537     0.14966093    0.016120046      0.5968675  0.059753407   1.0359195  0.103677094      1.3453926     0.13466586      1.6043826     0.16151154 
 1237661951341101285  0.0242732     0.36288232    0.046166584      1.2221669    0.1258165   2.1411355   0.21525726      2.6969855     0.28074366       3.275858     0.34193885 
 1237661951344443517  0.0298071     0.22204928    0.023611005      1.0334895  0.105877474    2.121551    0.2165774      2.9678872     0.30305842      3.7192924      0.3813279 
 1237661813885960283  0.0200824     0.30478764    0.036140013     0.67832834   0.06933756    0.856044  0.087010734       0.973434     0.10206823     0.82892585      0.1028033 
 1237661816025645068  0.0244905     0.25295058    0.025996068      0.5449369  0.054561444  0.68824685   0.06893904      0.7697711     0.07719235     0.82577914     0.08491731 
 1237661816027938941   0.031832     0.21056801     0.03274816     0.55677456  0.057342798  0.80871665  0.084667355     0.98512346     0.10159926       1.142383     0.12848288 
 1237661817636520071  0.0255842      0.6329802     0.06500737       2.198082   0.22008759    4.262926    0.4267279       5.989025     0.59951854       7.559927      0.7585671 
 1237662198279372948  0.0262322     0.32153544    0.035353433      0.8969048   0.09017981   1.2649467     0.126858      1.6028544     0.16134524       1.474787      0.1584876 
 1237662198813753394  0.0160022      0.6680281     0.06775941      1.4683516   0.14702578    1.934045   0.19379094      2.1602244     0.21691623      2.2979724     0.23422064 
 1237662198814671162  0.0271318      0.5286612     0.05613327      2.0856228   0.20875028    4.060737   0.40631965      5.5852995      0.5589206       6.916026     0.69653094 
 1237662198816899449   0.027077      0.1515681    0.023942823     0.24701972   0.02653974   0.3418645  0.035253976     0.30295497     0.03898719     0.09112141     0.08486299 
 1237660612902191128  0.0219003     0.27542138    0.028010942     0.48819238    0.0488929  0.52000177  0.052181568     0.52644616     0.05301408     0.58056223     0.06165223 
 1237660612902387818  0.0212017      1.2656358     0.13052258       3.529466    0.3533044    5.910219    0.5916126       8.179691     0.81891614       9.931034      1.0033033 
 1237662198818930727   0.028652      1.2658596     0.13557373      7.1424003    0.7186387   12.933393    1.2995543      17.963293       1.805335      19.000862      1.9140387 
 1237662198818930730  0.0295061    0.033934917     0.00571285     0.18574294  0.023661619   0.3571077  0.050271496     0.49216965     0.06972031      0.5442696    0.077822484 
 1237662198818930930  0.0279589      0.5010445    0.052226197      1.8645995   0.18663123   3.5299232    0.3532304      4.8334427     0.48373646       5.974038      0.6007596 
 1237662198819717360  0.0292854    0.058002193    0.009962864     0.20180906  0.020743513   0.3955278    0.0401406      0.5659021     0.05924264     0.72511655     0.08657846 
 1237662199351738541  0.0291249     0.07836878   0.0137407705     0.22957987   0.02356759  0.36277515  0.037050296     0.46457937      0.0478248     0.38750246     0.06687156 
 1237662199351869591  0.0257294     0.15452108    0.020934848      0.4319298  0.043588117   0.5783685  0.058486223     0.62935865    0.064483754      0.7955407     0.10026757 
 1237662199354425542  0.0285299      0.3408941    0.041160747     0.78670263    0.0793046   1.1926692    0.1199569      1.5175793     0.15366812      1.6637806     0.19491014 
 1237662199356850491  0.0277588     0.17087495    0.018646687     0.63560647    0.0637075   1.0935469  0.109583065      1.4251328     0.14286494      1.7885555     0.18192291 
 1237662199887036636  0.0174148     0.27030125     0.02944505       0.975726   0.10277134   1.6166118   0.17531274      2.0281556     0.21773057      2.2777812     0.23412412 
 1237662199888412890  0.0257298     0.50136423    0.051339094      1.4562474   0.14572725   2.0976937   0.20992531      2.5903118      0.2593694       2.918168     0.29510424 
 1237662200423841944  0.0172332     0.18456812    0.024543887      0.4985307   0.05032465  0.64742386    0.0654279     0.73126006     0.07456745     0.84566134    0.100195535 
 1237660613976522833   0.021045     0.07626456    0.009258924     0.26581335  0.026703032   0.4985378  0.050046753      0.6725225     0.06756283       0.887991     0.09203741 
 1237660614512607313  0.0212186      0.3599949     0.04527336      1.0312803    0.1044612   1.6274022   0.16400674      1.9992982      0.2024937      2.4559455      0.2747045 
 1237662198280814667  0.0283849     0.36512402    0.040596172      1.1370971   0.11453849     1.58864   0.15955986      2.0926235     0.21644065      2.4910057      0.2681403 
 1237662198281076876  0.0290337     0.45308372    0.057816323      1.8234658   0.31682423   3.0765455   0.45844766      4.2953773      1.9254318       4.648763     0.85471463 
 1237662198281404430  0.0290681     0.45611495     0.04684444       1.423211   0.14242275   2.4357617   0.24371123      3.2317734     0.32342604      4.0557246     0.40758651 
 1237660615050854524  0.0213369     0.32255024    0.035171844      0.6994752   0.07025884   0.7788233   0.07874621      0.8885148    0.090679064      1.0253786    0.119646296 
 1237660615587791110  0.0311902     0.08640667    0.017660566     0.23836243  0.024664287   0.3040406   0.03122855      0.3557513     0.03957442     0.39102548     0.07358184 
 1237662198813360269  0.0178371     0.68472314     0.07873423      2.6683092    0.2677714     4.13738    0.4147466       4.407649     0.44508967      3.2734885      0.3681904 
 1237662198814605509  0.0271928     0.06805798    0.012041635     0.24588649  0.025254494  0.46434373  0.048499327     0.65137106     0.07136559     0.62933445    0.091507964 
 1237662198815916302  0.0297606     0.08481059    0.010247418      0.2694739  0.027103575   0.4557475  0.045784872     0.59792024    0.060135927     0.67975235     0.07274003 
 1237662198818799855  0.0294802     0.54000294     0.05846524      2.3401394   0.23434101   4.5391874   0.45429963       6.279044      0.6283893      7.8322244      0.7888956 
 1237662198818865279  0.0294724    0.068076365    0.010283488       0.329251  0.033268396  0.61991227   0.06240352     0.87652206     0.08840468      1.0545577     0.11073496 
 1237662198818930968  0.0293733     0.06647839     0.00884801      0.2807991    0.0285473   0.5425441  0.054886524      0.7375592    0.074635215     0.93832225    0.097754166 
 1237662198819061956  0.0308684     0.24532048    0.033747125      0.6508878  0.093705855   0.8174142   0.21188982     0.80479085       0.410651     0.33391494     0.51884854 
 1237662198819192854  0.0295883     0.15281935    0.020275533     0.63679326    0.3187367   1.1892902   0.63377756      1.5629134      0.8206629      1.9157217      0.7863197 
 1237662198820045076  0.0213795      0.9171321    0.095426284      2.5053673   0.25230685   3.3154984   0.33510998      3.6999536     0.37595725      3.7545037     0.40075558 
 1237662199350886529   0.023146    0.099806726    0.011509558      0.2427219  0.024417507  0.34892204  0.035132635     0.42362234     0.04273632     0.46801776    0.052790407 
 1237662199350952038  0.0277872    0.045014232   0.0072912876     0.21494335  0.021637516  0.35966462  0.036202118       0.453713    0.045788746     0.57383764     0.06279569 
 1237662199351476340   0.026768      0.1353289    0.023149302      0.5316946   0.05410104  0.70627487   0.07193659     0.87676364     0.08941523      0.7088183     0.10007706 
 1237662199351476368  0.0234103    0.061653875    0.014754232     0.33301097   0.03390076   0.5235382  0.053183887      0.6623897     0.06771267     0.53790456       0.079925 
 1237662199354622283  0.0285133     0.06293068     0.03778317     0.20615628   0.12757254  0.30623773   0.18542176     0.38757947     0.25713646     0.41194847     0.24527675 
 1237662199355736536  0.0293234     0.12163463    0.017779984     0.30338204   0.03084489  0.35170868  0.035587285     0.35389844    0.037534546     0.31008673     0.06320897 
 1237662199356784976  0.0282669      0.2750666    0.031960405      1.0056572   0.10102104    1.793905     0.181043      2.4902399     0.24973309      3.1400998      0.3246522 
 1237662199357243420  0.0316651      0.4662795    0.050152183       2.031938   0.21740608   3.3793552   0.38550124      4.9825053      0.5589858      7.4766216      0.7891006 
 1237662199887167586  0.0158803      1.2020094      0.1282765       3.108145   0.31170362   4.3986907    0.4406415       5.292565     0.53104335      5.5000415     0.56630224 
 1237662199888019599  0.0285989     0.16761349    0.020668156      0.5185525  0.052188817   0.7529658   0.07572939      0.9358447     0.09473242     0.89078486     0.10296265 
 1237662199888216236  0.0251275    0.050723948     0.00704107     0.18935426   0.01910448  0.34887072   0.03508901      0.4714133     0.04754752      0.5629906     0.05998659 
 1237662199888936999   0.016426      0.8395729      0.0850228       4.621201   0.46295732   9.6548605    0.9670389      14.060931      1.4088001      18.331495      1.8355337 
 1237661811197214958  0.0205988     0.11166508    0.019324876     0.26569602   0.02736146  0.35916582  0.037162982     0.33105695     0.07697314      0.4374955     0.12700154 
 1237661811200098338  0.0299909     0.16889352    0.019652724      0.4067145   0.04092643  0.47735247  0.048330244     0.49101782    0.050874844     0.47214574     0.06628707 
 1237661811200950357  0.0259747     0.22166343    0.024670495       0.887955  0.089902185   1.8116717   0.18332508       2.581711     0.26092598       3.498381     0.35837716 
 1237661812266369118  0.0278918     0.16134483    0.018783733     0.36522987  0.036760874    0.551482  0.055615652     0.69312906     0.07010892      0.7598748    0.088480614 
 1237661813346730100  0.0230447     0.11756735     0.02118633     0.29168737  0.031938102  0.45098633  0.049686182      0.4742322    0.060736775     0.47897634    0.092729926 
 1237661813348958345  0.0253487      0.4643014     0.05322056      1.7787108    0.1855313   3.6262107    0.3755636       5.221432     0.54001564      6.8018236      0.6956433 
 1237661813878751422  0.0196194     0.21353999    0.031211397     0.32884565   0.03407101  0.44065407   0.04495769     0.45464548    0.051329825      0.5057236     0.09996622 
 1237661813880913937  0.0205601     0.11681771     0.02375808     0.42343217   0.11879848  0.57378346   0.32726434     0.63735217     0.40448272     0.61499727    0.096555956 
 1237661811192627504  0.0316506     0.13671617    0.016497001      0.7903058  0.079832606    1.630022   0.16463645      2.3270977     0.23566177      3.0637932     0.30948973 
 1237661068179079562  0.0326019     0.15077108    0.018937904     0.33150688  0.033657625  0.45803905  0.046557073      0.5376861    0.055986304     0.50372857     0.07326062 
 1237661951345426603  0.0323549    0.100245364    0.013086385     0.23644114  0.023849308   0.3297289  0.033291467     0.37390727    0.037940837     0.39459392    0.045613367 
 1237661811735331019  0.0279876     0.14956844    0.016066018     0.38960183  0.039789487   0.5675106    0.0573074      0.6896485     0.06970168       0.816788     0.08430565 
 1237661811737821358  0.0264327     0.09711516    0.018331736     0.37661135  0.038197353   0.5562759  0.056376066      0.6905297     0.07048763     0.82817626     0.09902719 
 1237661811738214528  0.0250364      0.8632285     0.09344182       3.110268   0.31249726    6.083185   0.61300284       8.587599      0.8626563      11.161065      1.1381207 
 1237661812266369094  0.0270338      1.0268997     0.12010576      4.5579004   0.48048407    9.470766     0.981509      14.201843      1.4792718      19.322601      2.0334198 
 1237661812268138605  0.0208377     0.16709752     0.01840033     0.34542853   0.03471066   0.4077115  0.041131616     0.46069553    0.046937976      0.5019018     0.06085176 
 1237661813885042816  0.0260413     0.50285655     0.07072847      1.9159762   0.20049399   4.1201997   0.42386162      6.1536136      0.6272453       8.049535        0.81049 
 1237661815485825096  0.0276595     0.97968715     0.09995618        2.35451   0.23569983   3.3192427   0.33222714      4.2187247     0.42237535       4.241995      0.4304146 
 1237661815486545989  0.0247253     0.49636346    0.053055074      1.2997395    0.1303572   1.7884201   0.18013047      2.1496365     0.21610354      2.2893019     0.24252114 
 1237661816025382931  0.0249856     0.12972672    0.021601193      0.2882715   0.13855444   0.3222037   0.29505426     0.35443157      0.3898071     0.27203104     0.23421617 
 1237661816028004515  0.0273612     0.10124686    0.016701225      0.2705055  0.027685868  0.37477574  0.038473267      0.4415796      0.0461703      0.5814445     0.07412885 
 1237661816564482152  0.0248122     0.17540479    0.021188045      0.9537593  0.111930214   1.7583536    0.2121105      2.3018181     0.28797683       2.480446     0.25486612 
 1237661817636651052  0.0253571      1.5668772     0.19278543      8.5741825   0.96950334   18.290682    2.0378356      26.651264       2.975845      34.226902      3.7002435 
 1237661812274823312  0.0264789     0.07340127    0.010202088      0.2317859  0.023516739  0.39682883  0.040188156      0.4703865     0.04753844       0.548623    0.061257742 
 1237661817638158508  0.0244304     0.08346896    0.013400222     0.26124758  0.026622973  0.50364953  0.050908897     0.67919284    0.069000706      0.9637639     0.10433316 
 1237661818173587510  0.0249697     0.63165635     0.06630512      3.1559234    0.3165717    6.660551   0.66689795      10.286341        1.03069      13.171915      1.3203382 
 1237661818175160418  0.0231892     0.07757467    0.010395218     0.29407892  0.029563433   0.5382667   0.05408507     0.71305054      0.0717154      0.8592003     0.08940975 
 1237661813344501782  0.0310234     0.48147506     0.04913841       1.122709   0.11235968   1.5437372   0.15454404      1.8244431     0.18279892      2.0155885     0.20495756 
 1237661813348499644   0.027963     0.13226056    0.017996443       0.427067   0.04305921   0.8708308   0.08750248      1.1931694     0.12009475      1.4679358     0.15327643 
 1237661813878816822  0.0201125     0.17530717    0.028719839      0.7818615    0.0794543   1.1473343   0.12226027      1.2896327     0.13384615      1.5090721     0.17254366 
 1237661813883470036  0.0232128     0.24454434    0.025837302      1.2391908  0.124126926   2.5889583    0.2591285      3.6650286      0.3669155        4.78642     0.47996545 
 1237661950782996551  0.0269518      1.7175204     0.17441018       6.368359    0.6372654   9.9551935   0.99610573      12.734122      1.2741493      14.237126      1.4281719 
 1237661950783127718  0.0270383     0.11709135    0.012653945     0.39953065  0.040027753  0.72666115    0.0727615      0.9623998     0.09640775      1.1631907     0.11788897 
 1237661813885239343  0.0248856     0.06813843     0.01095827     0.22149825  0.022501174   0.3901519  0.039425995      0.5241076    0.053370856     0.68114495    0.073842786 
 1237661816024531218  0.0217088      0.1370736    0.020469837      0.3461218  0.035199553   0.4643019  0.047166746      0.5297844     0.05502152      0.5182781    0.074981876 
 1237661816028069903  0.0253336      0.5252118    0.054403655      1.6209984   0.16225503   2.7264252   0.27283224       3.483448     0.34867916        4.15326      0.4183855 
 1237661816028790883  0.0241135     0.12714452    0.016581945     0.36434352  0.036825716   0.4739933   0.04776676      0.5230567    0.053443458     0.47038752    0.059982996 
 1237661816562778136  0.0314169     0.30168664    0.031905722     0.92125994  0.094504006    1.494189   0.17482883      1.9380479     0.20488389      2.2422876     0.22868477 
 1237661816562843738  0.0311652     0.17394511    0.021213254      0.3843689  0.038781885  0.49827245     0.050467        0.55934    0.057157483      0.6446079    0.079769515 
 1237661816564482356  0.0242463     0.18136361    0.024274494      0.5018428   0.05080572   0.7252814  0.073450185      0.9272807     0.09408006     0.81498927    0.102957755 
 1237661816564482367  0.0215302     0.26346877    0.030070128      1.1892731    0.1259562    2.251425   0.23794661      3.1356382     0.33633193       4.011183     0.42531633 
 1237661950790402279  0.0231161     0.14315753    0.016663987      0.3822327  0.038440574   0.5986468  0.060128357      0.7453892     0.07494541      0.8610995     0.08932317 
 1237661950797479949  0.0256239      1.0867257     0.11055021      3.1864028   0.31908634   5.0303993   0.50337434      6.2705975      0.6274088       7.526666      0.7538645 
